,tema,categoria,subcategoria,nombre,precio,colores,tallas,descripcion,imapcto
86,Hombre,Prendas,Calcetines,Calcetines Tobilleros Orgánicos - Pack 3 uds,13.0,,[],"
Calcetines tobilleros fabricados de forma consciente y sostenible en Portugal. Sin logos.

80% algodón orgánico, 17% poliamida y 3% elastano
Puntera bordada para aumentar su durabilidad
OEKO-TEX Standard 100 certifica la ausencia de sustancias nocivas para la salud
"," 
¿Por qué decimos que nuestro pack de tres calcetines tobilleros es sostenible?

- Están confeccionados con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir estos calcetines Minimalism, fabricados con algodón orgánico, en lugar de calcetines genéricos supone ahorrar:

- 2,4 kg de emisiones de CO2
- 800 litros de agua
- 7,2 kWh de energía

Datos de sostenibilidad auditados por Green Story"
88,Hombre,Prendas,Calcetines,Calcetines Tobilleros Orgánicos - Pack 5 uds,21.0,,[],"Calcetines tobilleros fabricados de forma consciente y sostenible en Portugal. Sin logos.

80% algodón orgánico, 17% poliamida y 3% elastano
Puntera bordada para aumentar su durabilidad
OEKO-TEX Standard 100 certifica la ausencia de sustancias nocivas para la salud

"," 
¿Por qué decimos que nuestro pack de cinco calcetines es sostenible?

- Están confeccionados con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir estos calcetines Minimalism, fabricados con algodón orgánico, en lugar de calcetines genéricos supone ahorrar:

- 4 kg de emisiones de CO2
- 1.334 litros de agua
- 12 kWh de energía

Datos de sostenibilidad auditados por Green Story"
90,Hombre,Prendas,Calcetines,Calcetines Orgánicos tobillero x7,28.0,,[],"Calcetines tobilleros fabricados de forma consciente y sostenible en Portugal. Sin logos.

80% algodón orgánico, 17% poliamida y 3% elastano
Puntera bordada para aumentar su durabilidad
OEKO-TEX Standard 100 certifica la ausencia de sustancias nocivas para la salud


"," 
¿Por qué decimos que nuestros calcetines tobilleros son sostenibles?

- Están confeccionados con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable

 Elegir estos calcetines Minimalism, fabricados con algodón orgánico, en lugar de calcetines genéricos supone ahorrar:

- 5,4 kg de emisiones de CO2
- 1.868 litros de agua
- 16,7 kWh de energía

Datos de sostenibilidad auditados por Green Story"
92,Hombre,Prendas,Calcetines,Calcetines Pinkies Orgánicos - Pack 3 uds,13.0,,[],"Calcetines pinkies fabricados de forma consciente y sostenible en Portugal. Sin logos.

80% algodón orgánico, 17% poliamida y 3% elastano
Puntera bordada para aumentar su durabilidad
OEKO-TEX Standard 100 certifica la ausencia de sustancias nocivas para la salud
"," 
¿Por qué decimos que nuestro pack de tres calcetines pinkies es sostenible?

- Está confeccionado con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir estos calcetines Minimalism, fabricados con algodón orgánico, en lugar de calcetines genéricos supone ahorrar:

- 2,3 kg de emisiones de CO2
- 800 litros de agua
- 7,2 kWh de energía

Datos de sostenibilidad auditados por Green Story"
94,Hombre,Prendas,Calcetines,Calcetines Pinkies Orgánicos - Pack 5 uds,21.0,,[],"
Calcetines pinkies fabricados de forma consciente y sostenible en Portugal. Sin logos.

80% algodón orgánico, 17% poliamida y 3% elastano
Puntera bordada para aumentar su durabilidad
OEKO-TEX Standard 100 certifica la ausencia de sustancias nocivas para la salud
"," 
¿Por qué decimos que nuestro pack de cinco calcetines invisibles es sostenible?

- Está confeccionado con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir estos calcetines pinkies de Minimalism, fabricados con algodón orgánico, en lugar de calcetines genéricos supone ahorrar:

- 3,9 kg de emisiones de CO2
- 1.334 litros de agua
- 12 kWh de energía

Datos de sostenibilidad auditados por Green Story"
96,Hombre,Prendas,Calcetines,Calcetines Pinkies Orgánicos - Pack 7 uds,28.0,,[],"
Calcetines pinkies fabricados de forma consciente y sostenible en Portugal. Sin logos.

80% algodón orgánico, 17% poliamida y 3% elastano
Puntera bordada para aumentar su durabilidad
OEKO-TEX Standard 100 certifica la ausencia de sustancias nocivas para la salud
"," 
¿Por qué decimos que nuestro pack de siete calcetines pinkies es sostenible?

- Está confeccionado con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir estos calcetines Minimalism, fabricados con algodón orgánico, en lugar de calcetines genéricos supone ahorrar:

- 5,4 kg de emisiones de CO2
- 1.867,8 litros de agua
- 16,7 kWh de energía

Datos de sostenibilidad auditados por Green Story"
98,Hombre,Prendas,Sudaderas,Sudadera algodón orgánico,55.0,Negra,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"," 
Sudadera de algodón orgánico fabricada de forma consciente y sostenible en Portugal. Minimalista, sin logos.
[El modelo masculino lleva la talla M][La modelo femenina lleva la talla XS]

Sudadera unisex
100% Algodón Orgánico
Certificado OCS 100
350 gramos
Lavado recomendado a 30°C

"," 
¿Por qué decimos que nuestras sudaderas son  sostenibles?

- Están confeccionados con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir la sudadera Minimalism, fabricada con algodón orgánico certificado (OCS 100), en lugar de una sudadera genérica supone ahorrar:

- 3,4 kg de emisiones de CO2
- 860 litros de agua
- 5,3 kWh de energía

Datos de sostenibilidad auditados por Green Story"
98,Hombre,Prendas,Sudaderas,Sudadera algodón orgánico,55.0,Gris,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"," 
Sudadera de algodón orgánico fabricada de forma consciente y sostenible en Portugal. Minimalista, sin logos.
[El modelo masculino lleva la talla M][La modelo femenina lleva la talla XS]

Sudadera unisex
100% Algodón Orgánico
Certificado OCS 100
350 gramos
Lavado recomendado a 30°C

"," 
¿Por qué decimos que nuestras sudaderas son  sostenibles?

- Están confeccionados con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir la sudadera Minimalism, fabricada con algodón orgánico certificado (OCS 100), en lugar de una sudadera genérica supone ahorrar:

- 3,4 kg de emisiones de CO2
- 860 litros de agua
- 5,3 kWh de energía

Datos de sostenibilidad auditados por Green Story"
98,Hombre,Prendas,Sudaderas,Sudadera algodón orgánico,55.0,Verde Oliva,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"," 
Sudadera de algodón orgánico fabricada de forma consciente y sostenible en Portugal. Minimalista, sin logos.
[El modelo masculino lleva la talla M][La modelo femenina lleva la talla XS]

Sudadera unisex
100% Algodón Orgánico
Certificado OCS 100
350 gramos
Lavado recomendado a 30°C

"," 
¿Por qué decimos que nuestras sudaderas son  sostenibles?

- Están confeccionados con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir la sudadera Minimalism, fabricada con algodón orgánico certificado (OCS 100), en lugar de una sudadera genérica supone ahorrar:

- 3,4 kg de emisiones de CO2
- 860 litros de agua
- 5,3 kWh de energía

Datos de sostenibilidad auditados por Green Story"
98,Hombre,Prendas,Sudaderas,Sudadera algodón orgánico,55.0,Navy Blue,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"," 
Sudadera de algodón orgánico fabricada de forma consciente y sostenible en Portugal. Minimalista, sin logos.
[El modelo masculino lleva la talla M][La modelo femenina lleva la talla XS]

Sudadera unisex
100% Algodón Orgánico
Certificado OCS 100
350 gramos
Lavado recomendado a 30°C

"," 
¿Por qué decimos que nuestras sudaderas son  sostenibles?

- Están confeccionados con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir la sudadera Minimalism, fabricada con algodón orgánico certificado (OCS 100), en lugar de una sudadera genérica supone ahorrar:

- 3,4 kg de emisiones de CO2
- 860 litros de agua
- 5,3 kWh de energía

Datos de sostenibilidad auditados por Green Story"
98,Hombre,Prendas,Sudaderas,Sudadera algodón orgánico,55.0,Lava Grey,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"," 
Sudadera de algodón orgánico fabricada de forma consciente y sostenible en Portugal. Minimalista, sin logos.
[El modelo masculino lleva la talla M][La modelo femenina lleva la talla XS]

Sudadera unisex
100% Algodón Orgánico
Certificado OCS 100
350 gramos
Lavado recomendado a 30°C

"," 
¿Por qué decimos que nuestras sudaderas son  sostenibles?

- Están confeccionados con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir la sudadera Minimalism, fabricada con algodón orgánico certificado (OCS 100), en lugar de una sudadera genérica supone ahorrar:

- 3,4 kg de emisiones de CO2
- 860 litros de agua
- 5,3 kWh de energía

Datos de sostenibilidad auditados por Green Story"
108,Hombre,Prendas,Sudaderas,Sudadera algodón orgánico con capucha,65.0,Negra,"['XS', 'S', 'M', 'L', 'XL', 'XXL']","Sudadera con capucha de algodón orgánico fabricada de forma consciente y sostenible en Portugal. Minimalista, sin logos.

Hoodie unisex
100% Algodón Orgánico
Certificado OCS 100
350 gramos
Lavado recomendado a 30°C

 
[Los modelos masculinos y llevan la talla L][Las modelos femeninas y llevan la talla XS]







"," 
¿Por qué decimos que nuestras sudaderas son  sostenibles?

- Están confeccionados con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir la sudadera Minimalism, fabricada con algodón orgánico certificado (OCS 100), en lugar de una sudadera genérica supone ahorrar:

- 3,4 kg de emisiones de CO2
- 860 litros de agua
- 5,3 kWh de energía

Datos de sostenibilidad auditados por Green Story"
108,Hombre,Prendas,Sudaderas,Sudadera algodón orgánico con capucha,65.0,Gris,"['XS', 'S', 'M', 'L', 'XL', 'XXL']","Sudadera con capucha de algodón orgánico fabricada de forma consciente y sostenible en Portugal. Minimalista, sin logos.

Hoodie unisex
100% Algodón Orgánico
Certificado OCS 100
350 gramos
Lavado recomendado a 30°C

 
[Los modelos masculinos y llevan la talla L][Las modelos femeninas y llevan la talla XS]







"," 
¿Por qué decimos que nuestras sudaderas son  sostenibles?

- Están confeccionados con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir la sudadera Minimalism, fabricada con algodón orgánico certificado (OCS 100), en lugar de una sudadera genérica supone ahorrar:

- 3,4 kg de emisiones de CO2
- 860 litros de agua
- 5,3 kWh de energía

Datos de sostenibilidad auditados por Green Story"
108,Hombre,Prendas,Sudaderas,Sudadera algodón orgánico con capucha,65.0,Verde Oliva,"['XS', 'S', 'M', 'L', 'XL', 'XXL']","Sudadera con capucha de algodón orgánico fabricada de forma consciente y sostenible en Portugal. Minimalista, sin logos.

Hoodie unisex
100% Algodón Orgánico
Certificado OCS 100
350 gramos
Lavado recomendado a 30°C

 
[Los modelos masculinos y llevan la talla L][Las modelos femeninas y llevan la talla XS]







"," 
¿Por qué decimos que nuestras sudaderas son  sostenibles?

- Están confeccionados con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir la sudadera Minimalism, fabricada con algodón orgánico certificado (OCS 100), en lugar de una sudadera genérica supone ahorrar:

- 3,4 kg de emisiones de CO2
- 860 litros de agua
- 5,3 kWh de energía

Datos de sostenibilidad auditados por Green Story"
108,Hombre,Prendas,Sudaderas,Sudadera algodón orgánico con capucha,65.0,Navy Blue,"['XS', 'S', 'M', 'L', 'XL', 'XXL']","Sudadera con capucha de algodón orgánico fabricada de forma consciente y sostenible en Portugal. Minimalista, sin logos.

Hoodie unisex
100% Algodón Orgánico
Certificado OCS 100
350 gramos
Lavado recomendado a 30°C

 
[Los modelos masculinos y llevan la talla L][Las modelos femeninas y llevan la talla XS]







"," 
¿Por qué decimos que nuestras sudaderas son  sostenibles?

- Están confeccionados con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir la sudadera Minimalism, fabricada con algodón orgánico certificado (OCS 100), en lugar de una sudadera genérica supone ahorrar:

- 3,4 kg de emisiones de CO2
- 860 litros de agua
- 5,3 kWh de energía

Datos de sostenibilidad auditados por Green Story"
108,Hombre,Prendas,Sudaderas,Sudadera algodón orgánico con capucha,65.0,Lava Grey,"['XS', 'S', 'M', 'L', 'XL', 'XXL']","Sudadera con capucha de algodón orgánico fabricada de forma consciente y sostenible en Portugal. Minimalista, sin logos.

Hoodie unisex
100% Algodón Orgánico
Certificado OCS 100
350 gramos
Lavado recomendado a 30°C

 
[Los modelos masculinos y llevan la talla L][Las modelos femeninas y llevan la talla XS]







"," 
¿Por qué decimos que nuestras sudaderas son  sostenibles?

- Están confeccionados con algodón orgánico
- Se fabrican en el norte de Portugal, a pocos kilómetros de nuestro almacén y de nuestro consumidor final
- Al emplear materiales de primera calidad su durabilidad incrementa enormemente
- Empleamos packaging totalmente reciclado y reciclable


Elegir la sudadera Minimalism, fabricada con algodón orgánico certificado (OCS 100), en lugar de una sudadera genérica supone ahorrar:

- 3,4 kg de emisiones de CO2
- 860 litros de agua
- 5,3 kWh de energía

Datos de sostenibilidad auditados por Green Story"
118,Hombre,Prendas,Jerséis,Jersey de punto de lana merino reciclado con cremallera,80.0,Gris Vigore,"['S', 'M', 'L', 'XL', 'XXL']","Jerséis de punto fino confeccionados con 30% lana reciclada, 50% lana merino y 20% de poliamida reciclada. Al emplear lana reciclada reducimos la producción de lana virgen, con el consiguiente ahorro en consumo de agua, energía, recursos naturales y residuos para el planeta.
Nuestros jerséis están confeccionados en el norte de Portugal, en la zona de Guimaraes. Para confeccionar esta prenda hemos aportado por una fábrica tradicional con más de 60 años de experiencia en el sector.
Los hilos que empleamos para confeccionar nuestro jersey sostenible se producen en Italia, en la provincia de Modena. Cuentan con la certificación GRS (Global Recycle Standard).
El jersey de cuello alto con cremallera de Minimalism es un esencial en cualquier armario. Fabricado de forma sostenible para que dure muchos años en tu armario como el primer día.
 
Información general:

Cuello alto con cremallera
Colores: Gris vigoré, Beige, Azul marino y Verde
Lavar a mano, no usar secadora

 
Origen del tejido:

Ciudad italiana de Capri, en la provincia de Modena.

 
Lugar de confección:

Guimaraes, Portugal

 
Certificados:


Global Recycle Standard

",
118,Hombre,Prendas,Jerséis,Jersey de punto de lana merino reciclado con cremallera,80.0,Beige,"['S', 'M', 'L', 'XL', 'XXL']","Jerséis de punto fino confeccionados con 30% lana reciclada, 50% lana merino y 20% de poliamida reciclada. Al emplear lana reciclada reducimos la producción de lana virgen, con el consiguiente ahorro en consumo de agua, energía, recursos naturales y residuos para el planeta.
Nuestros jerséis están confeccionados en el norte de Portugal, en la zona de Guimaraes. Para confeccionar esta prenda hemos aportado por una fábrica tradicional con más de 60 años de experiencia en el sector.
Los hilos que empleamos para confeccionar nuestro jersey sostenible se producen en Italia, en la provincia de Modena. Cuentan con la certificación GRS (Global Recycle Standard).
El jersey de cuello alto con cremallera de Minimalism es un esencial en cualquier armario. Fabricado de forma sostenible para que dure muchos años en tu armario como el primer día.
 
Información general:

Cuello alto con cremallera
Colores: Gris vigoré, Beige, Azul marino y Verde
Lavar a mano, no usar secadora

 
Origen del tejido:

Ciudad italiana de Capri, en la provincia de Modena.

 
Lugar de confección:

Guimaraes, Portugal

 
Certificados:


Global Recycle Standard

",
118,Hombre,Prendas,Jerséis,Jersey de punto de lana merino reciclado con cremallera,80.0,Azul Marino,"['S', 'M', 'L', 'XL', 'XXL']","Jerséis de punto fino confeccionados con 30% lana reciclada, 50% lana merino y 20% de poliamida reciclada. Al emplear lana reciclada reducimos la producción de lana virgen, con el consiguiente ahorro en consumo de agua, energía, recursos naturales y residuos para el planeta.
Nuestros jerséis están confeccionados en el norte de Portugal, en la zona de Guimaraes. Para confeccionar esta prenda hemos aportado por una fábrica tradicional con más de 60 años de experiencia en el sector.
Los hilos que empleamos para confeccionar nuestro jersey sostenible se producen en Italia, en la provincia de Modena. Cuentan con la certificación GRS (Global Recycle Standard).
El jersey de cuello alto con cremallera de Minimalism es un esencial en cualquier armario. Fabricado de forma sostenible para que dure muchos años en tu armario como el primer día.
 
Información general:

Cuello alto con cremallera
Colores: Gris vigoré, Beige, Azul marino y Verde
Lavar a mano, no usar secadora

 
Origen del tejido:

Ciudad italiana de Capri, en la provincia de Modena.

 
Lugar de confección:

Guimaraes, Portugal

 
Certificados:


Global Recycle Standard

",
